CarID,Brand,model,transmission,fuelType,year,mileage,tax,mpg,engineSize,paintQuality%,previousOwners,price
1385,Mercedes, S Class,Semi-Auto,Diesel,2014.0,13460.0,205.0,48.7,3.0,70.0,2.0,29772
3243,Audi, A5,Automatic,Petrol,2019.0,250.0,145.0,40.4,2.0,34.0,4.0,30650
1399,Ford, Fiesta,Manual,Petrol,2017.0,82584.13442011928,0.0,65.7,,76.0,4.0,9298
1195,Hyundai, I10,Manual,Petrol,2018.0,16281.0,145.0,60.1,1.0,88.0,4.0,7491
1408,VW, Golf,Automatic,Petrol,2019.0,15445.0,145.0,44.8,1.0,84.0,0.0,16989
3235,Hyundai, I20,Manual,Petrol,2013.0,47602.0,30.0,57.6,1.2,,2.0,4950
1798,Ford, Kuga,Manual,Petrol,2019.0,4343.0,145.0,34.4,1.5,34.0,0.0,18600
1475,Ford, Kuga,Manual,Diesel,2016.0,19301.0,125.0,60.1,2.0,89.0,3.0,13500
2726,Audi, A3,Semi-Auto,Diesel,2019.0,5051.0,145.0,51.4,2.0,46.0,1.0,24662
35,Ford, Fiesta,Manual,Petrol,2019.0,13351.0,145.0,58.9,1.0,88.0,2.0,13498
3176,Toyota, Aygo,Manual,Petrol,2017.0,9961.0,,68.9,1.0,32.0,3.0,7990
2345,Ford, Focus,Manual,Petrol,2016.0,36342.0,20.0,60.1,1.0,54.0,2.0,9590
-521,BMW, 3 Series,Semi-Auto,DIESEL,2017.0,28600.0,145.0,51.4,3.0,93.0,3.0,22950
2359,Mercedes, C Class,Semi-Auto,Petrol,2019.0,5910.0,145.0,46.3,1.5,3.2074178424107345,4.0,25999
2206,Ford, Fiesta,Manual,Diesel,2012.0,64068.0,125.0,51.4,1.4,35.0,1.0,5500
3189,BMW, 3 Series,Semi-Auto,Diesel,2019.0,7685.0,145.0,48.7,2.0,35.0,1.0,35000
1286,Opel, Corsa,Manual,Petrol,2019.0,10.0,145.0,43.5,1.4,86.0,1.0,11994
349,Audi, Q3,Automatic,Diesel,2016.0,13483.0,160.0,50.4,2.0,42.0,1.0,19995
3684,BMW, 2 Series,Manual,Diesel,2019.0,6521.0,145.0,60.1,2.0,62.0,2.0,22480
2652,Opel, Corsa,Manual,Petrol,2016.0,28223.0,30.0,55.4,1.4,76.0,3.0,5810
1681,Toyota, Aygo,Manual,Petrol,2017.0,32750.0,,68.9,1.0,89.0,4.0,7850
1443,VW, T-Roc,Manual,Diesel,2019.0,2500.0,145.0,50.4,2.0,,2.0,21890
2751,VW, Gol,Automatic,Petrol,2019.0,1900.0,145.0,44.8,1.5,86.0,0.0,22500
1671,Opel, Crossland X,Manual,Petrol,2020.0,53.0,145.0,47.1,1.2,51.0,4.0,17991
3984,Toyota, Aygo,Manual,Petrol,2017.0,38189.0,0.0,69.0,1.0,50.0,0.0,6299
1179,Skoda, Kamiq,Manual,Petrol,2019.0,1125.0,145.0,47.9,1.0,91.0,3.0,19820
3905,VW, Shuttle,Manual,,2018.0,23027.0,,11.417267753816397,2.0,53.0,0.0,19998
-78,BMW, X1,Automatic,Diesel,2016.0,46968.0,125.0,-43.42176751067029,2.0,82.0,0.0,17000
-249,VW, Tiguan,Semi-Auto,iesel,2013.0,63967.0,200.0,47.7,2.0,44.0,0.0,10495
1916,Audi, A4,Automatic,Diesel,2019.0,5000.0,145.0,44.8,2.0,66.0,1.0,26900
1357,VW, Polo,Manual,Petrol,2013.0,37720.0,145.0,47.9,1.4,61.0,4.0,8100
1825,BMW, 1 Series,Semi-Auto,Diesel,2019.0,4834.0,145.0,,2.0,88.0,4.0,20875
786,BMW, X3,Semi-Auto,Diesel,2015.0,41567.0,145.0,,2.0,34.0,0.0,19500
469,Mercedes, C Class,Semi-Auto,Diesel,2015.0,61985.0,20.0,,2.1,90.0,1.0,13750
140,Mercedes, C Class,Semi-Auto,Petrol,2017.0,37293.0,145.0,49.6,2.0,97.0,3.0,19502
788,Opel, Mokka,Manual,Diesel,2015.0,17385.0,20.0,68.9,1.6,33.0,2.0,9500
323,Hyundai, Kona,Automatic,Hybrid,2019.0,8112.0,135.0,52.3,1.6,33.0,2.0,22858
3491,, X,Semi-Auto,Diesel,2020.0,5000.0,150.0,31.4,3.0,47.0,4.0,78000
714,Audi, A3,,Petrol,2019.0,6763.0,150.0,34.5,2.0,48.0,4.0,33950
-309,Ford, Focus,Manua,Diesel,2015.0,52671.0,20.0,67.3,1.6,58.0,2.0,7590
2446,Opel, Astra,Manual,Petrol,2018.0,23988.0,145.0,51.4,1.4,54.0,4.0,10998
-429,For, Fiesta,Manual,Petrol,2016.0,36421.0,0.0,65.7,1.0,73.0,0.0,7500
-41,Toyot, Yaris,unknown,Petrol,2017.0,12091.0,145.0,58.9,1.5,36.0,0.0,10795
-232,Mercedes,GLC Class,Semi-Auto,Diese,2019.0,,145.0,56.5,2.1,66.0,0.0,32480
-385,BMW, 1 Series,Manual,Diese,2014.0,39390.0,30.0,65.7,2.0,62.0,3.0,8500
406,Ford, Focus,Manual,Diesel,2019.0,9572.0,145.0,80.7,1.5,57.0,4.0,15950
3831,BMW, 2 Series,Manual,Petrol,2019.0,3266.0,145.0,52.3,1.5,79.0,0.0,22000
1004,Opel, Ada,,Petrol,2016.0,32629.0,125.0,52.3,1.4,37.0,,7241
2803,VW, UP,Manual,Petrol,2015.0,54005.0,20.0,60.1,1.0,69.0,4.0,5298
890,BMW, 2 Series,Semi-Auto,Petrol,2020.0,11.0,145.0,50.4,1.5,84.0,4.0,21890
2411,Opel, Corsa,Manual,,2020.0,10.0,150.0,70.6,1.5,95.0,0.0,17998
2920,Opel, Antara,Manual,Diesel,2013.0,82059.0,235.0,44.1,2.2,94.0,2.0,5495
2390,Opel, Astr,Manual,Diesel,2019.0,200.0,145.0,72.4,1.6,34.0,3.0,15495
3337,Opel, Meriva,Manual,Diesel,2011.0,50500.0,125.0,,1.2,73.0,3.0,3250
3894,VW, Polo,Manual,Petrol,2020.0,1770.0,145.0,48.7,1.0,74.0,0.0,14583
2809,Opel, Corsa,Manual,,2015.0,65696.0,30.0,55.4,1.4,90.0,1.0,5295
303,Ford, Focus,Manual,Diesel,2015.0,63117.0,,,1.5,39.0,1.0,8160
-155,Ford,,MANUAL,Petrol,2018.0,3937.0,299.473503908807,47.1,1.0,72.0,2.0,14499
3172,VW, Golf,Manual,Petrol,2019.0,6846.0,150.0,36.2,2.0,,4.0,27999
664,Mercedes, E Class,Automatic,Diesel,2017.0,20730.0,145.0,65.7,2.0,32.0,4.0,20997
1177,VW,,Automatic,Diesel,2019.0,6000.0,,45.6,2.0,90.0,4.0,27000
1947,BMW, 3 Serie,Manual,Diesel,2013.0,49720.0,30.0,,2.0,73.0,0.0,11199
3898,Opel, Astra,Manual,Petrol,2020.0,100.0,145.0,54.3,1.2,30.0,2.0,14990
3303,Toyota, Aygo,Automatic,Petrol,2018.0,19459.0,150.0,67.0,1.0,94.0,4.0,7785
2132,Mercedes, SL CLASS,Semi-Auto,Diesel,2017.0,6271.0,145.0,70.6,2.1,84.0,0.0,20490
3806,Toyota, Aygo,Manual,Petrol,2016.0,37267.0,0.0,69.0,1.0,66.0,3.0,6300
961,BMW, 1 Series,Manual,Diesel,2016.0,22265.0,20.0,70.6,1.5,44.0,4.0,14298
2009,Ford, Focus,Manual,Petrol,2018.0,7269.0,145.0,61.4,1.0,74.0,4.0,11997
2149,Audi, A4,Manual,Diesel,2017.0,32997.0,145.0,67.3,2.0,49.0,0.0,18998
2819,Mercedes, E Class,Semi-Auto,Diesel,2017.0,19228.0,145.0,65.7,2.0,31.0,4.0,22499
2338,Mercedes, CL Class,Automatic,Petrol,2018.0,19193.0,145.0,53.3,1.6,61.0,0.0,19695
3291,VW, T-Roc,Manual,Diesel,2018.0,6482.0,145.0,50.4,1.6,75.0,0.0,18595
304,Opel,,Semi-Auto,Petrol,2002.0,58000.0,,45.6,1.2,97.0,2.0,1500
1440,Skoda,Fabia,Manual,Petrol,2017.0,9491.0,,64.2,1.0,88.0,4.0,9990
1496,VW, Polo,Manual,Petrol,2018.0,27534.0,,64.2,1.0,82.0,4.0,11950
916,Skoda, Octavia,Manual,Diesel,2015.0,75000.0,0.0,,1.6,85.0,2.0,7775
3601,BMW, 3 Series,Manual,Diesel,2016.0,43400.0,125.0,,2.0,39.0,1.0,14995
3151,BMW, X1,Automatic,Diesel,2016.0,41571.0,125.0,,2.0,50.0,3.0,15199
1624,Ford,,Manual,Petrol,2019.0,2096.0,145.0,64.2,1.0,39.0,0.0,13200
3245,VW, Passat,Manual,Diesel,2015.0,68922.0,20.0,68.9,1.6,90.0,4.0,8991
821,VW, Golf,Manual,Diesel,2016.0,34235.0,20.0,67.3,2.0,31.0,4.0,15998
3034,Hyundai, i10,Manual,Petrol,2018.0,7374.0,145.0,57.7,1.2,95.0,3.0,8795
1354,VW, Tiguan,Manual,Diesel,2019.0,7987.0,145.0,47.9,2.0,97.0,3.0,21492
-140,VW, Golf,Manual,Petrol,2010.7464032037276,13138.0,145.0,49.6,1.0,47.0,3.0,15680
850,VW, Polo,Manual,Petrol,2016.0,25563.0,20.0,,1.0,51.0,2.0,8998
1000,Audi, Q7,Automatic,Diesel,2017.0,34003.0,145.0,47.9,3.0,48.0,1.0,37950
-50,, Auris,Manual,PETROL,2014.0,34446.0,150.0,,1.6,75.0,0.0,7210
18,Ford, Kuga,Semi-Auto,Diesel,2018.0,8970.0,145.0,,1.5,73.0,4.0,18999
1637,Toyota, Aygo,Manual,Petrol,2018.0,12987.0,145.0,56.5,1.0,34.0,1.0,8295
1667,Hyundai, Tucson,Automatic,Diesel,2016.0,14884.0,235.0,43.5,2.0,86.0,3.0,18698
493,Audi, A3,Manual,Petrol,2017.0,19543.0,30.0,58.9,1.4,57.0,2.0,18690
3502,, Adam,Manual,Petrol,2017.0,,125.0,53.3,1.2,85.0,2.0,8430
3331,Audi, A6,Semi-Auto,Diesel,2017.0,41672.0,20.0,64.2,2.0,78.0,1.0,17875
687,Audi,A1,Manual,Petrol,2015.0,36477.0,0.0,67.3,1.0,99.0,1.0,10599
3158,Hyundai, Tucson,Manual,Petrol,2016.0,38334.0,165.0,44.8,1.6,48.0,4.0,11500
1608,BMW, 1 Series,Manual,Petrol,2015.0,24474.0,125.0,52.3,1.5,64.0,1.0,12450
-544,MERCEDES, GLA Class,Semi-Auto,Diesel,2015.0,60216.0,125.0,55.4,2.1,60.0,4.0,15390
3693,Mercedes, C Class,Automatic,Diesel,2019.0,7275.0,145.0,61.4,2.0,69.0,4.0,29450
1009,Mercedes, C Class,Automatic,Petrol,2019.0,10405.0,150.0,47.1,1.5,45.0,2.0,25999
2408,VW, Passa,Semi-Auto,Diesel,2016.0,48502.0,30.0,62.8,2.0,71.0,4.0,11590
1092,Hyundai, tucson,Automatic,Diesel,2016.0,18634.0,125.0,57.6,1.7,80.0,2.0,13789
1327,BMW, X1,Automatic,Diesel,2014.0,74012.0,160.0,52.3,2.0,94.0,4.0,9999
1677,Opel, Mokka X,Manual,Petrol,2016.0,47100.0,150.0,47.1,1.4,50.0,0.0,8750
1999,Mercedes, C Class,Semi-Auto,Diesel,2020.0,16.0,145.0,61.4,2.0,54.0,2.0,32980
1310,Skoda, Roomster,Manual,Petrol,2013.0,21462.0,145.0,20.71009480671239,1.2,38.0,0.0,6099
1987,Hyundai, I30,Manual,Diesel,2015.0,44929.0,0.0,78.4,1.6,87.0,4.0,7331
3093,Opel, COMBO LIFE,Manual,Diesel,2019.0,9726.0,145.0,53.3,1.5,97.0,3.0,13798
344,Mercedes, A Class,Manual,Diesel,2015.0,37883.0,20.0,,,86.0,0.0,11632
3499,Ford, Kuga,Automatic,Diesel,2018.0,33421.0,145.0,54.3,2.0,38.0,0.0,17800
986,Audi, A1,Automatic,Petrol,2020.0,7.0,145.0,44.8,1.0,77.0,4.0,21400
3257,Mercedes, A Class,Automatic,Diesel,2019.0,4554.0,145.0,62.8,1.5,46.0,1.0,22299
3893,Mercedes, SL CLASS,Automatic,Diesel,2017.0,8556.0,30.0,70.6,2.1,88.0,4.0,19329
3388,VW, Golf,Semi-Auto,Petrol,2019.0,9430.0,145.0,37.7,2.0,34.0,0.0,29250
3075,VW, POLO,Manual,Petrol,,3205.0,145.0,52.3,1.0,84.0,0.0,15985
3676,Opel, GTC,Manual,Diesel,2017.0,67928.0,150.0,,1.6,54.0,1.0,7298
1142,BMW, 3 Series,Manual,Diesel,2015.0,44538.0,125.0,57.6,2.0,52.0,2.0,14950
2358,VW, Golf,Semi-Auto,Diesel,2016.0,25000.0,30.0,62.8,2.0,40.0,1.0,17490
1198,Ford, Mondeo,Manual,,2015.0,30100.0,145.0,48.7,1.5,40.0,4.0,12950
85,VW, Polo,Manual,Petrol,2017.0,31547.0,145.0,65.7,1.0,96.0,2.0,10300
1518,Hyundai, Tucson,Manual,Diesel,2017.0,19400.0,30.0,61.7,1.7,45.0,2.0,14498
3559,Ford, Kuga,Manual,Diesel,2017.0,47233.0,145.0,54.3,2.0,,0.0,14500
1381,Skoda, Yeti Outdoor,Manual,Petrol,2017.0,31343.0,125.0,51.4,1.2,54.0,1.0,11455
2957,, Puma,Manual,Petrol,,384.0,145.0,49.6,1.0,55.0,0.0,24500
1014,Opel, Mokka X,Manual,Petrol,2016.0,31474.0,,42.2,1.6,69.0,3.0,9904
128,VW, Tiguan,Manual,Diesel,2019.0,6621.0,150.0,47.9,2.0,66.0,0.0,21498
1364,Mercedes, E Class,Semi-Auto,Diesel,2018.0,8053.0,145.0,41.5,3.0,63.0,4.0,32049
3071,Toyota, Yari,Manual,Petrol,2017.0,29271.0,30.0,58.0,1.3,81.0,3.0,8499
2651,Hyundai, Tucson,Manual,Petrol,2019.0,13270.0,145.0,34.9,1.6,72.0,3.0,16211
891,Mercedes, C Class,Semi-Auto,Diesel,2019.0,1000.0,145.0,64.2,2.0,91.0,4.0,32069
-510,Hyunda,,Manual,Diesel,2018.0,37902.0,145.0,37.7,2.5,35.0,2.0,14495
1359,Mercedes, S Class,Semi-Auto,Diesel,2020.0,3999.0,,40.4,3.0,83.0,2.0,64980
307,Mercedes, B Class,Semi-Auto,Diesel,2019.0,1606.0,145.0,55.4,2.0,50.0,4.0,22990
1661,VW,,Automatic,Diesel,2015.0,28000.0,235.0,42.8,3.0,55.0,0.0,19990
2431,BMW, 2 Series,Manual,Diesel,2016.0,68848.0,0.0,74.3,1.5,49.0,1.0,9499
3544,Ford, Fiesta,Manual,Petrol,2017.0,18454.0,,,1.0,89.0,2.0,8495
1317,Mercedes, C Class,Automatic,Hybrid,2016.0,86620.0,0.0,134.5,2.0,59.0,1.0,13295
3804,, T-Cross,Automatic,Petrol,2019.0,2500.0,145.0,45.6,1.0,68.0,2.0,19400
2474,BMW, 1 Series,Manual,Petrol,2019.0,7218.0,150.0,52.3,1.5,31.0,4.0,17800
2542,Ford, Focus,Manual,Diesel,2017.0,33324.0,145.0,74.3,1.5,78.0,0.0,10498
3722,Mercedes, C Class,Automatic,Petrol,2019.0,2638.0,,45.6,1.5,44.0,2.0,26396
1208,VW, T-Roc,Manual,Petrol,2020.0,13952.0,150.0,44.1,1.0,86.0,3.0,19644
216,Audi, A3,Manual,Diesel,2016.0,64278.0,30.0,65.7,2.0,64.0,1.0,12832
3782,Audi, Q2,Manual,Diesel,2017.0,50841.0,,89.77369267180958,1.6,53.0,0.0,15529
3285,Ford, Fiesta,Manual,Petrol,2018.0,14401.0,150.0,65.7,1.0,55.0,0.0,12250
1239,Toyota, Aygo,Manual,Petrol,,3589.0,145.0,56.5,1.0,66.0,3.0,10791
2289,BMW, 5 Series,Semi-Auto,Petrol,2019.0,9630.0,145.0,,2.0,46.0,2.0,25980
275,Ford, Kuga,Automatic,Petrol,2019.0,11251.0,145.0,29.1,1.5,87.0,2.0,20900
489,VW, Golf,Manual,Petrol,2016.0,15493.0,,53.3,1.4,61.0,3.0,13191
-87,TOYOTA, Aygo,Manual,Petrol,2018.0,12302.0,145.0,68.9,1.0,50.0,3.0,8500
1229,Opel, Zafira Tourer,Manual,Petrol,2016.0,58825.0,,42.2,1.4,63.0,4.0,8495
1008,Skoda, Octavia,Semi-Auto,Diesel,2019.0,4500.0,145.0,64.2,2.0,44.0,3.0,17295
3438,, Octavia,Semi-Auto,Petrol,2018.0,4582.0,145.0,54.3,1.5,82.0,0.0,17990
2699,VW,Polo,Manual,Petrol,2016.0,8100.0,20.0,60.1,1.0,69.0,1.0,9499
2532,Mercedes, C Class,Semi-Auto,Diesel,2018.0,22773.0,145.0,61.4,2.1,68.0,2.0,20885
3589,BMW, Z4,Semi-Auto,Petrol,2019.0,1561.0,150.0,33.2,3.0,43.0,0.0,38850
1058,Toyota, Yaris,Manual,Petrol,2019.0,5031.0,,,,34.0,1.0,9485
2166,Ford, Kuga,Manual,Diesel,2017.0,32590.0,30.0,,1.5,30.0,3.0,12591
281,VW, Tiguan,Manual,Diesel,2016.0,23140.0,160.0,,2.0,34.0,4.0,17290
3025,VW, Golf,Manual,Diesel,2016.0,73370.0,20.0,67.3,2.0,78.0,2.0,12300
1316,Opel, Corsa,Manual,Petrol,2019.0,679.0,150.0,53.3,1.2,38.0,1.0,13695
-580,, 3 Series,Semi-Auto,Diesel,2013.0,40900.0,145.0,-43.42176751067029,3.0,88.0,,16291
968,Ford, Fiesta,Manual,Petrol,,9957.0,145.0,58.9,1.0,99.0,3.0,13998
2653,Skoda, Superb,Automatic,Petrol,2012.0,85000.0,240.0,38.7,1.8,33.0,3.0,5740
3320,, Tiguan,Manual,Petrol,2019.0,15576.0,145.0,40.9,1.5,34.0,0.0,19798
2685,Opel, Insignia,Automatic,Diesel,2011.0,99982.0,205.0,47.1,2.0,47.0,,3888
2986,Skoda, Fabia,Manual,Petrol,2016.0,14946.0,,60.1,1.2,99.0,3.0,9655
619,Opel, Corsa,Manual,Petrol,2018.0,12670.0,145.0,43.5,1.4,48.0,1.0,15225
2742,VW, Golf,Manual,Petrol,2013.0,69689.0,,53.3,1.4,72.0,4.0,7300
1742,Ford, Fiesta,Manual,Petrol,2018.0,,145.0,56.5,1.0,49.0,0.0,11400
1390,Mercedes, GLC Class,Semi-Auto,Diesel,2016.0,33062.0,145.0,56.5,2.1,55.0,3.0,27998
3431,Skoda, Octavia,Manual,Diesel,2018.0,18244.0,145.0,68.9,1.6,80.0,2.0,11798
1847,Ford, Fiesta,Manual,Petrol,2019.0,13034.0,145.0,58.9,1.0,60.0,4.0,12495
1579,Opel, Corsa,Manual,Petrol,2018.0,11543.0,145.0,55.4,1.4,61.0,3.0,8682
1655,Skoda, Yeti Outdoor,Semi-Auto,Petrol,2017.0,40045.0,277.3842544832681,51.4,1.2,98.0,2.0,13498
2352,Skoda,Yeti Outdoor,Manual,Petrol,2017.0,28244.0,,51.4,1.2,30.0,3.0,14490
2212,VW, Polo,,Petrol,2013.0,42378.0,125.0,53.3,1.2,37.0,0.0,8500
2020,Opel, Corsa,Manual,Petrol,2019.0,1757.0,145.0,43.5,1.4,43.0,0.0,10699
1956,Ford, Kuga,Manual,Diesel,2016.0,18480.0,150.0,54.3,2.0,87.0,4.0,16998
1307,Skoda, Octavia,Manual,Diesel,2019.0,7465.0,145.0,,1.6,58.0,2.0,15490
2003,Opel, Adam,Manual,Petrol,2015.0,37856.0,145.0,,1.4,69.0,4.0,8750
575,Opel, Crossland X,Manual,Petrol,2017.0,30737.0,,57.7,1.2,48.0,1.0,10290
3464,Audi, Q2,Semi-Auto,Petrol,2020.0,5000.0,145.0,42.2,1.5,82.0,1.0,26950
-94,VW, Golf,Manual,iesel,2018.0,24633.0,145.0,61.4,1.6,83.0,0.0,13998
1706,Mercedes, GLA Class,Semi-Auto,Diesel,2019.0,1000.0,,56.5,2.1,52.0,2.0,27359
3168,Skoda, rapid,Manual,Petrol,2019.0,,145.0,58.9,,,3.0,9545
2944,Ford, KA,Manual,Petrol,2008.0,77000.0,200.0,43.5,1.3,65.0,,1550
3830,Opel, Zafira,Manual,Petrol,2017.0,8504.0,290.4867850792564,41.5,1.4,67.0,3.0,11298
861,Ford, EcoSport,Manual,Petrol,2017.0,22996.0,125.0,52.3,1.0,83.0,0.0,10180
1801,BMW, 3 Series,Semi-Auto,Diesel,2014.0,41000.0,30.0,62.8,2.0,90.0,0.0,12331
1628,VW, Polo,Manual,Petrol,2019.0,8804.0,,48.7,1.0,64.0,2.0,12999
1993,Audi, A3,Manual,Diesel,2016.0,,0.0,74.3,1.6,48.0,1.0,10495
269,, A6,Manual,Diesel,2015.0,49363.0,30.0,62.8,2.0,69.0,4.0,17950
629,VW, Polo,Manual,Petrol,2017.0,14517.0,,58.9,1.0,59.0,2.0,9690
2334,Ford, Fiesta,Manual,Petrol,2017.0,19638.0,20.0,62.8,1.0,45.0,3.0,10000
300,Opel, Insignia,Automatic,Diesel,2016.0,67456.0,160.0,51.4,2.0,76.0,4.0,8640
459,Ford, Focus,Manual,Diesel,2019.0,6500.0,150.0,80.7,1.5,85.0,4.0,18495
1447,Audi, Q5,Semi-Auto,Diesel,2020.0,6000.0,145.0,38.2,2.0,54.0,4.0,34990
1472,Skoda, Fabia,,Petrol,2016.0,32513.0,20.0,60.1,1.2,63.0,1.0,6934
2046,VW, Passat,Manual,Diesel,2017.0,39157.0,,68.9,2.0,70.0,0.0,13995
3669,Opel, Mokka X,Manual,Petrol,2017.0,3173.0,145.0,47.1,1.4,62.0,3.0,12698
3187,Mercedes, A Class,Manual,Petrol,2003.0,109090.0,235.0,40.0,1.4,74.0,1.0,650
2113,BMW, X1,Automatic,Diesel,2017.0,60792.0,145.0,55.4,2.0,82.0,1.0,16514
3817,Ford, Kuga,Manual,Diesel,2014.0,41711.0,,53.3,2.0,48.0,0.0,11198
3247,Ford, Ka+,Manual,Petrol,2017.0,23458.0,30.0,57.7,1.2,99.0,,7170
837,Opel,,Manual,Petrol,2018.0,10875.0,145.0,47.1,1.5,55.0,0.0,12453
3237,VW, Polo,Automatic,Petrol,2017.0,13512.0,,50.4,1.8,36.0,3.0,15990
2008,Audi, Q2,Semi-Auto,Petrol,2019.0,3350.0,145.0,33.2,2.0,56.0,1.0,30495
-518,Audi, A3,MANUAL,Diesel,2015.0,20258.0,0.0,83.1,1.6,30.0,,12495
503,Ford, C-MAX,Manual,Petrol,2019.0,3629.0,145.0,49.6,1.0,90.0,2.0,13000
3406,Audi, A5,Semi-Auto,Diesel,2017.0,27049.0,145.0,67.3,2.0,63.0,0.0,19498
3580,Mercedes, CL Class,Semi-Auto,Diesel,2019.0,,145.0,,2.2,71.0,1.0,26499
380,Skoda, Fabia,Semi-Auto,Petrol,2019.0,11228.0,150.0,60.1,1.0,31.0,4.0,12990
3628,Mercedes, A Class,Semi-Auto,Petrol,2017.0,19000.0,125.0,,1.6,98.0,3.0,17500
1525,Opel, Corsa,Automatic,Petrol,2015.0,4648.0,,47.9,1.4,98.0,4.0,10800
3647,Skoda, Octavia,Manual,Diesel,2019.0,17.0,145.0,68.9,0.1914624239266638,92.0,4.0,14990
-222,Mercedes, C Class,Automatic,Diesel,2023.9773112620787,28629.0,145.0,60.1,2.1,88.0,2.0,18700
2340,Opel, Mokka X,Manual,Petrol,2017.0,54000.0,145.0,47.1,1.4,30.0,0.0,9450
374,Opel, Mokka,Manual,Diesel,2015.0,64674.0,125.0,57.6,1.7,83.0,3.0,7450
2763,BMW, Z4,Automatic,Petrol,2003.0,70000.0,325.0,,3.0,44.0,1.0,3495
2381,Mercedes, C Class,Semi-Auto,Hybrid,2016.0,33085.0,0.0,134.5,2.0,91.0,3.0,18232
3811,Opel, Corsa,Manual,Petrol,2018.0,9470.0,145.0,49.6,1.4,55.0,1.0,10249
939,BMW, 1 Series,Manual,Diesel,2014.0,94420.0,30.0,65.7,2.0,88.0,0.0,8000
3256,VW, Passat,Semi-Auto,Diesel,2017.0,15118.0,145.0,60.1,2.0,86.0,4.0,18990
3576,Opel, Corsa,Manual,Petrol,2019.0,5.0,145.0,43.5,1.4,79.0,2.0,12495
2147,Ford, B-MAX,Manual,Petrol,2013.0,,150.0,47.1,1.4,90.0,0.0,5495
3922,Mercedes, A Class,Automatic,Diesel,2019.0,12272.0,145.0,67.3,1.5,57.0,3.0,22096
2068,Toyota, C-HR,Manual,Petrol,2018.0,16200.0,150.0,34.5,1.2,36.0,0.0,18999
529,Ford, Fiesta,Manual,Petrol,2014.0,56669.0,0.0,65.7,1.0,32.0,2.0,7000
-486,skoda, Octavia,Automatic,Diesel,2017.0,31674.0,150.0,62.8,2.0,81.0,3.0,12950
636,VW, Golf,Manual,,2015.0,56766.0,20.0,67.3,2.0,60.0,0.0,13500
1269,Hyundai, Tucson,Manual,Diesel,2017.0,17849.0,30.0,61.7,1.7,87.0,1.0,13895
185,Toyota, Yaris,Manual,Petrol,2015.0,25132.0,,66.0,1.0,98.0,3.0,7392
3231,Hyundai, I10,Manual,Petrol,2017.0,24705.0,145.0,60.1,1.0,90.0,1.0,6999
2697,VW, Tiguan,Manual,Diesel,2016.0,29800.0,125.0,56.5,2.0,88.0,1.0,13000
2929,VW, Passat,Manual,Diesel,2016.0,34991.0,20.0,67.3,1.6,61.0,2.0,12995
1797,BMW, 2 Series,Manual,Petrol,2017.0,20663.0,30.0,55.4,1.5,70.0,1.0,15450
1441,Audi, A1,Manual,Petrol,2018.0,17560.0,145.0,54.3,1.4,95.0,1.0,16700
-583,, S3,Semi-Auto,etrol,2016.0,22445.0,160.0,43.5,2.0,57.0,0.0,22745
-485,Audi, A6,Semi-Auto,Diesel,2016.0,63105.0,30.0,64.2,2.0,58.0,-2.335122838386223,16000
1535,Opel, Mokka X,Manual,Petrol,2017.0,39000.0,200.0,43.5,1.4,97.0,2.0,9848
1273,Hyundai, I10,Manual,Petrol,2014.0,40248.0,20.0,60.1,,57.0,0.0,5644
-187,Skod, Fabia,Semi-Auto,Petrol,2016.0,4795.0,20.0,60.1,1.2,70.0,0.0,10299
607,Mercedes, GLC Class,Semi-Auto,Diesel,2016.0,21210.0,125.0,56.5,2.1,89.0,3.0,23245
1712,Audi, A1,Manual,Petrol,2015.0,31509.0,0.0,67.3,1.0,53.0,0.0,10349
2199,Mercedes, E Class,Semi-Auto,Diesel,2015.0,59101.0,160.0,51.4,2.1,60.0,0.0,14980
955,Toyota, Ayg,Manual,Petrol,2017.0,30635.0,0.0,,1.0,74.0,0.0,7700
2579,VW, Beetl,Manual,Petrol,2017.0,30446.0,145.0,53.3,1.2,78.0,4.0,12240
3299,Toyota, Yaris,Automatic,Hybrid,2016.0,30338.0,0.0,86.0,1.5,37.0,0.0,12191
2865,BMW, 3 Series,Semi-Auto,Diesel,2015.0,26762.0,165.0,51.4,3.0,75.0,1.0,18980
403,VW, Tiguan,Manual,Diesel,2019.0,10.0,145.0,49.6,2.0,63.0,1.0,21498
2071,Opel, Mokka X,Manual,Petrol,2019.0,10155.0,145.0,,1.4,30.0,3.0,12798
-377,Ford, Kuga,Manual,Diese,2019.0,5573.0,145.0,37.7,2.0,71.0,3.0,25500
1977,BMW, X5,Automatic,Diesel,2016.0,62756.0,200.0,47.1,3.0,61.0,3.0,25991
158,BMW, X4,Automatic,Diesel,2016.0,44572.0,200.0,47.9,3.0,54.0,1.0,23995
1748,Opel, Mokka X,Manual,Petrol,2019.0,12432.0,145.0,39.2,1.4,69.0,2.0,14699
2998,Hyundai, Santa Fe,Semi-Auto,Diesel,2019.0,17340.0,,39.2,2.2,35.0,2.0,31735
902,Mercedes, B Class,Semi-Auto,Diesel,2020.0,1989.0,,55.4,2.0,43.0,4.0,24980
352,Opel, Corsa,Manual,Petrol,2018.0,7559.0,145.0,49.6,1.4,80.0,3.0,9125
1230,Audi, A3,Semi-Auto,Petrol,2019.0,15561.0,145.0,41.5,1.5,53.0,0.0,22250
